Frame,Time (s),Red,Green,Blue,Greyscale
838,1.676,13.33001614,8.485074997,4.374808311,9.460548401
839,1.678,13.33589077,8.469323158,4.360325813,9.451686859
840,1.68,13.31272697,8.443146706,4.336691856,9.426617622
841,1.682,13.27763271,8.403165817,4.289657593,9.387147903
842,1.684,13.27241325,8.395435333,4.288084984,9.381241798
843,1.686,13.25942421,8.382310867,4.281507492,9.368796349
844,1.688,13.24910927,8.387509346,4.290395737,9.369926453
845,1.69,13.24331284,8.393754005,4.283494949,9.371132851
846,1.692,13.20766163,8.395074844,4.292246819,9.362197876
847,1.694,13.1935606,8.383821487,4.296689034,9.351902962
848,1.696,13.1639061,8.360846519,4.275429726,9.326722145
849,1.698,13.13943195,8.352373123,4.266915321,9.313792229
850,1.7,13.10105991,8.33145237,4.238049507,9.286436081
851,1.702,13.09570789,8.322255135,4.241538048,9.280068398
852,1.704,13.07870102,8.306643486,4.242027283,9.265995979
853,1.706,13.07773399,8.285999298,4.23760128,9.253052711
854,1.708,13.0745821,8.274747849,4.235058784,9.245277405
855,1.71,13.05371094,8.250707626,4.210391998,9.22136116
856,1.712,13.05172062,8.254132271,4.222575188,9.224398613
857,1.714,13.07340527,8.273356438,4.225046158,9.242523193
858,1.716,13.07813263,8.292599678,4.253838539,9.258660316
859,1.718,13.10144234,8.300422668,4.269133568,9.272120476
860,1.72,13.13243866,8.316277504,4.279853821,9.291589737
861,1.722,13.15798569,8.324379921,4.283050537,9.304366112
862,1.724,13.14939785,8.315508842,4.268125534,9.294997215
863,1.726,13.1499567,8.330961227,4.270492554,9.304820061
864,1.728,13.12896347,8.33349514,4.273201942,9.300131798
865,1.73,13.10559177,8.331284523,4.268825531,9.291367531
866,1.732,13.08211136,8.33479023,4.275934219,9.28737545
867,1.734,13.0727005,8.343101501,4.282313347,9.290042877
868,1.736,13.06183338,8.342256546,4.287894249,9.286973
869,1.738,13.0527277,8.336559296,4.273972511,9.279032707
870,1.74,13.05238819,8.35492897,4.291068077,9.29194355
871,1.742,13.03948402,8.360869408,4.291342735,9.291577339
872,1.744,13.02166367,8.363070488,4.27755928,9.286077499
873,1.746,13.03553963,8.368611336,4.261618614,9.291666031
874,1.748,13.06077671,8.389604568,4.24618721,9.309914589
875,1.75,13.0526638,8.405902863,4.258454323,9.318651199
876,1.752,13.05534077,8.40490818,4.268468857,9.319348335
877,1.754,13.09194565,8.429822922,4.300787926,9.348918915
878,1.756,13.12916279,8.45616436,4.318810463,9.37756443
879,1.758,13.14574623,8.490513802,4.316755295,9.402515411
880,1.76,13.17408085,8.51292038,4.313410759,9.423783302
881,1.762,13.19953346,8.540504456,4.317464828,9.44805336
882,1.764,13.23954391,8.568346977,4.311078072,9.475550652
883,1.766,13.26557255,8.58812809,4.290126801,9.492280006
884,1.768,13.30806732,8.611091614,4.293265343,9.518983841
885,1.77,13.35724258,8.633027077,4.307476044,9.548187256
886,1.772,13.37831116,8.64084053,4.306825638,9.558943748
887,1.774,13.41960049,8.654381752,4.317375183,9.58040905
888,1.776,13.44357967,8.658761024,4.325227737,9.591153145
889,1.778,13.47599602,8.652590752,4.324077606,9.597187042
890,1.78,13.48359299,8.631592751,4.319198608,9.586397171
891,1.782,13.49491596,8.61314106,4.354784012,9.583164215
892,1.784,13.50350475,8.602360725,4.374142647,9.581773758
893,1.786,13.52222633,8.601675034,4.389192581,9.588986397
894,1.788,13.5541687,8.62237072,4.39950943,9.611660004
895,1.79,13.59019279,8.640854836,4.383481026,9.631399155
896,1.792,13.63132954,8.664359093,4.364332199,9.655249596
897,1.794,13.66924477,8.668058395,4.344602585,9.666268349
898,1.796,13.69904709,8.664162636,4.345552444,9.673351288
899,1.798,13.74326706,8.658092499,4.356019974,9.683936119
900,1.8,13.75963783,8.645524025,4.356925011,9.681708336
901,1.802,13.76478291,8.620929718,4.351673126,9.668236732
902,1.804,13.76512337,8.604454994,4.352596283,9.658486366
903,1.806,13.76858044,8.595811844,4.351366043,9.654513359
904,1.808,13.74173355,8.584257126,4.337691307,9.638051033
905,1.81,13.74098492,8.579222679,4.326666832,9.633720398
906,1.812,13.740201,8.56477356,4.31450367,9.623526573
907,1.814,13.75986958,8.554494858,4.315813065,9.623664856
908,1.816,13.76434517,8.543671608,4.312085152,9.618197441
909,1.818,13.75521851,8.537380219,4.307031631,9.611224174
910,1.82,13.80767536,8.545035362,4.305821419,9.631298065
911,1.822,13.83165932,8.547288895,4.294995308,9.63829422
912,1.824,13.87549496,8.577249527,4.304948807,9.670144081
913,1.826,13.89940643,8.601163864,4.299695969,9.690818787
914,1.828,13.92595005,8.618454933,4.306785583,9.709677696
915,1.83,13.94772243,8.640097618,4.298233986,9.728130341
916,1.832,13.94778061,8.660288811,4.295154572,9.739406586
917,1.834,13.94433498,8.657567024,4.292819977,9.736749649
918,1.836,13.94458961,8.649500847,4.279014587,9.73002243
919,1.838,13.94452381,8.654259682,4.290916443,9.734477997
920,1.84,13.93618584,8.644618034,4.29356575,9.726538658
921,1.842,13.91288567,8.628503799,4.293046951,9.710046768
922,1.844,13.89407349,8.623517036,4.297324181,9.701730728
923,1.846,13.88660812,8.633323669,4.319311142,9.707785606
924,1.848,13.87747669,8.638958931,4.336368561,9.710408211
925,1.85,13.85321522,8.633451462,4.31360817,9.696997643
926,1.852,13.85723019,8.633127213,4.326079369,9.699683189
927,1.854,13.86252308,8.638820648,4.326111794,9.704728127
928,1.856,13.84797478,8.624390602,4.333235741,9.692978859
929,1.858,13.8176899,8.607717514,4.33531189,9.674206734
930,1.86,13.8231287,8.607982635,4.337244034,9.676255226
931,1.862,13.82010555,8.601231575,4.331746101,9.670718193
932,1.864,13.82076263,8.591075897,4.301099777,9.661253929
933,1.866,13.83851051,8.606625557,4.317504883,9.677689552
934,1.868,13.83428669,8.613420486,4.309874535,9.679755211
935,1.87,13.8335743,8.621328354,4.300148964,9.682851791
936,1.872,13.83241558,8.623700142,4.300871849,9.684093475
937,1.874,13.81994438,8.62150383,4.303765297,9.679315567
938,1.876,13.8033247,8.61238575,4.299086571,9.668437004
939,1.878,13.78459167,8.599873543,4.281480789,9.652861595
940,1.88,13.79957962,8.597456932,4.31464386,9.660152435
941,1.882,13.81763268,8.61019516,4.339663506,9.67573452
942,1.884,13.84360981,8.632195473,4.350991249,9.697900772
943,1.886,13.86758423,8.661189079,4.376322746,9.724894524
944,1.888,13.89751148,8.688527107,4.378025055,9.750191689
945,1.89,13.9261179,8.721082687,4.402112007,9.780630112
946,1.892,13.93345451,8.740556717,4.403918266,9.794381142
947,1.894,13.94734955,8.765595436,4.443962097,9.817955017
948,1.896,13.96506786,8.791021347,4.457715034,9.839830399
949,1.898,13.9876194,8.821993828,4.483649254,9.867751122
950,1.9,13.99934483,8.843863487,4.511563301,9.887149811
951,1.902,14.02276134,8.861656189,4.545157433,9.908362389
952,1.904,14.0655756,8.893622398,4.556247711,9.941478729
953,1.906,14.11197948,8.925786972,4.556685448,9.973944664
954,1.908,14.15840721,8.965930939,4.581703186,10.01470757
955,1.91,14.18172073,8.994037628,4.579378128,10.03778362
956,1.912,14.20898724,9.023639679,4.5846138,10.06376648
957,1.914,14.2258215,9.049161911,4.577857971,10.0831461
958,1.916,14.23602295,9.062115669,4.576664925,10.09379959
959,1.918,14.24543381,9.077710152,4.584414482,10.1064539
960,1.92,14.25109863,9.085683823,4.581928253,10.11227131
961,1.922,14.24590111,9.086411476,4.599751472,10.11343861
962,1.924,14.24191856,9.089096069,4.600264549,10.11384106
963,1.926,14.23809052,9.094820976,4.606127739,10.11673546
964,1.928,14.25097275,9.116253853,4.592997551,10.13158512
965,1.93,14.27402687,9.140921593,4.580456734,10.15167332
966,1.932,14.28105164,9.150979996,4.57353878,10.15898037
967,1.934,14.28743649,9.169922829,4.564084053,10.17107868
968,1.936,14.31941891,9.202436447,4.596523285,10.20337486
969,1.938,14.37294865,9.233677864,4.615772247,10.23999023
970,1.94,14.40944386,9.265884399,4.631044388,10.27157593
971,1.942,14.44072342,9.297933578,4.642044067,10.30085278
972,1.944,14.47728157,9.326570511,4.654580116,10.32995892
973,1.946,14.50801468,9.338873863,4.684247971,10.34974384
974,1.948,14.52653408,9.350406647,4.705647469,10.36431789
975,1.95,14.54867744,9.368741989,4.734606743,10.38511562
976,1.952,14.57474613,9.386757851,4.754693985,10.40585804
977,1.954,14.61487293,9.408465385,4.751596451,10.43026447
978,1.956,14.64897823,9.443140984,4.757376671,10.46128082
979,1.958,14.67020321,9.474492073,4.770058632,10.4877634
980,1.96,14.70551586,9.499535561,4.778344154,10.51362514
981,1.962,14.73263836,9.523387909,4.752793312,10.5328064
982,1.964,14.75480652,9.544638634,4.76052475,10.55274868
983,1.966,14.75446606,9.549058914,4.741388321,10.55335045
984,1.968,14.76555824,9.554828644,4.724691391,10.55777359
985,1.97,14.77498913,9.561470985,4.719413757,10.56402206
986,1.972,14.79247379,9.556638718,4.703425407,10.56479454
987,1.974,14.79946709,9.563573837,4.696816444,10.57013893
988,1.976,14.78671932,9.553235054,4.678512573,10.55800819
989,1.978,14.79038239,9.56596756,4.679362297,10.56692028
990,1.98,14.80188084,9.574607849,4.670024872,10.5744791
991,1.982,14.79438782,9.570001602,4.653227806,10.56758976
992,1.984,14.78694439,9.576262474,4.635774612,10.56718159
993,1.986,14.7761631,9.560544968,4.614095688,10.55188847
994,1.988,14.74710655,9.540541649,4.626405716,10.53300858
995,1.99,14.71652317,9.506426811,4.63521862,10.5045929
996,1.992,14.72027206,9.492590904,4.652442932,10.49974346
997,1.994,14.71242142,9.478479385,4.660180092,10.49015617
998,1.996,14.69593048,9.471193314,4.657395363,10.48053837
999,1.998,14.70532894,9.474662781,4.654164314,10.48494911
1000,2,14.72400188,9.486599922,4.659143448,10.49811363
1001,2.002,14.73791695,9.489459038,4.662901878,10.50454521
1002,2.004,14.7337656,9.489532471,4.646818161,10.50115967
1003,2.006,14.74565506,9.504500389,4.669095039,10.51646519
1004,2.008,14.74759102,9.501268387,4.676649094,10.51574707
1005,2.01,14.74946594,9.489610672,4.69969368,10.51233196
1006,2.012,14.73666382,9.467798233,4.701911926,10.49586391
1007,2.014,14.71294117,9.441766739,4.69690609,10.47290802
1008,2.016,14.67761993,9.419940948,4.704624176,10.45045757
1009,2.018,14.64757824,9.395027161,4.700244904,10.42597389
1010,2.02,14.63049984,9.390418053,4.733073235,10.42194176
1011,2.022,14.61033344,9.390141487,4.753353119,10.41832352
1012,2.024,14.5790081,9.387971878,4.762886047,10.40867901
1013,2.026,14.54823589,9.377539635,4.772567749,10.39456749
1014,2.028,14.53846836,9.366667747,4.781633377,10.3864193
1015,2.03,14.53726959,9.359582901,4.776268959,10.38114166
1016,2.032,14.50809383,9.341172218,4.748616219,10.35802841
1017,2.034,14.49392319,9.32232666,4.739664078,10.34222603
1018,2.036,14.4738121,9.304517746,4.722663879,10.32378006
1019,2.038,14.46188545,9.283049583,4.690089226,10.30366993
1020,2.04,14.44589806,9.264473915,4.661977768,10.28486252
1021,2.042,14.4341774,9.251693726,4.661171913,10.27371788
1022,2.044,14.41043568,9.234214783,4.648591042,10.25492764
1023,2.046,14.38534832,9.21151638,4.626877785,10.23134136
1024,2.048,14.38540268,9.209222794,4.641726494,10.23215103
1025,2.05,14.36793518,9.201559067,4.636710167,10.22176933
1026,2.052,14.3564024,9.201904297,4.626953125,10.21753979
1027,2.054,14.35794926,9.197716713,4.629364014,10.21559429
1028,2.056,14.38375092,9.205644608,4.639712334,10.22913456
1029,2.058,14.38981438,9.201258659,4.642412186,10.22877598
1030,2.06,14.38358498,9.185173035,4.652355194,10.21834946
1031,2.062,14.40472507,9.180286407,4.670651436,10.22402096
1032,2.064,14.41201782,9.18553257,4.674834251,10.22988701
1033,2.066,14.4172554,9.188696861,4.681319237,10.23404694
1034,2.068,14.43527317,9.193149567,4.685029984,10.24250507
1035,2.07,14.44775581,9.198151588,4.692690849,10.24992275
1036,2.072,14.43054485,9.193247795,4.688649178,10.24151802
1037,2.074,14.41391087,9.183486938,4.668758392,10.22832012
1038,2.076,14.41799068,9.183321953,4.675840378,10.23041344
1039,2.078,14.42362404,9.200325012,4.674889565,10.24209118
1040,2.08,14.43929577,9.222952843,4.671404839,10.25952244
1041,2.082,14.44184494,9.220149994,4.674407005,10.25919628
1042,2.084,14.43941307,9.229809761,4.667137146,10.2633009
1043,2.086,14.43581295,9.230074883,4.662171364,10.26184177
1044,2.088,14.44466305,9.232806206,4.643071175,10.26348019
1045,2.09,14.46092319,9.245429039,4.654833794,10.27776718
1046,2.092,14.46597481,9.248701096,4.652353287,10.28070354
1047,2.094,14.46592903,9.257872581,4.665237427,10.28758144
1048,2.096,14.49612617,9.286243439,4.685624123,10.31560612
1049,2.098,14.48864365,9.306050301,4.698943138,10.32634926
1050,2.1,14.46849823,9.312614441,4.690267563,10.32312298
1051,2.102,14.42591953,9.301819801,4.655621529,10.2999382
1052,2.104,14.42502403,9.316086769,4.65514946,10.30836487
1053,2.106,14.43834972,9.329112053,4.650513649,10.31946373
1054,2.108,14.43710995,9.345133781,4.646120071,10.32809448
1055,2.11,14.42469692,9.345825195,4.656392097,10.32586861
1056,2.112,14.43061161,9.343040466,4.677168846,10.32825375
1057,2.114,14.44420624,9.35157299,4.702607155,10.34025383
1058,2.116,14.43440151,9.359258652,4.729284286,10.34475517
1059,2.118,14.44856548,9.392650604,4.788070679,10.3753624
1060,2.12,14.45781803,9.412935257,4.824503899,10.39433384
1061,2.122,14.4523716,9.432787895,4.850528717,10.40715218
1062,2.124,14.46429539,9.462339401,4.842762947,10.42679501
1063,2.126,14.45787621,9.493394852,4.840483665,10.44308186
1064,2.128,14.49490356,9.529080391,4.836170197,10.47460842
1065,2.13,14.52408981,9.568022728,4.814751625,10.50378513
1066,2.132,14.56035137,9.612726212,4.80635643,10.54004192
1067,2.134,14.57771778,9.642659187,4.793820381,10.5614624
1068,2.136,14.61809444,9.686498642,4.797985077,10.59977341
1069,2.138,14.67093182,9.740527153,4.820903778,10.65007305
1070,2.14,14.72321892,9.783261299,4.843194008,10.69317341
1071,2.142,14.7591095,9.812839508,4.859471321,10.72308254
1072,2.144,14.77857018,9.841701508,4.835288048,10.74278545
1073,2.146,14.82164478,9.851698875,4.823783875,10.76037312
1074,2.148,14.84299946,9.848484039,4.811597824,10.76364899
1075,2.15,14.86874485,9.848093033,4.798915863,10.76974392
1076,2.152,14.88048267,9.850870132,4.778988838,10.77256107
1077,2.154,14.92598343,9.862477303,4.75496769,10.79008293
1078,2.156,14.96746159,9.870843887,4.754393578,10.80742645
1079,2.158,14.98520184,9.866109848,4.738042831,10.80812359
1080,2.16,15.01975918,9.854584694,4.727282524,10.81054974
1081,2.162,15.04276085,9.816775322,4.703928947,10.79250526
1082,2.164,15.05602646,9.804462433,4.691522598,10.78770065
1083,2.166,15.07865524,9.782774925,4.676357269,10.78013325
1084,2.168,15.09338284,9.755330086,4.657316208,10.76634216
1085,2.17,15.10114765,9.72574234,4.642006874,10.74961567
1086,2.172,15.09510899,9.68625164,4.596437454,10.71886158
1087,2.174,15.09070396,9.650046349,4.569369316,10.69350624
1088,2.176,15.06597328,9.606684685,4.548564911,10.65832615
1089,2.178,15.02680969,9.560853958,4.536939621,10.61832142
1090,2.18,14.98657513,9.508714676,4.522514343,10.57384968
1091,2.182,14.94608593,9.439971924,4.530166626,10.52212143
1092,2.184,14.90705776,9.384436607,4.539002419,10.47882366
1093,2.186,14.86592102,9.307335854,4.520735741,10.41922569
1094,2.188,14.85556698,9.25262928,4.535370827,10.3858614
1095,2.19,14.82480526,9.180548668,4.528922081,10.33378506
1096,2.192,14.75186825,9.129144669,4.512788773,10.27979279
1097,2.194,14.69338417,9.071811676,4.488149643,10.22605515
1098,2.196,14.63337898,9.024770737,4.458502769,10.17701721
1099,2.198,14.56603718,8.986292839,4.429517746,10.13099957
1100,2.2,14.4782505,8.940444946,4.400256157,10.07396889
1101,2.202,14.41330719,8.902822495,4.39631176,10.0325985
1102,2.204,14.34367847,8.858103752,4.40356636,9.986207008
1103,2.206,14.29457569,8.82354641,4.417555809,9.952847481
1104,2.208,14.24215603,8.791064262,4.422577858,9.918670654
1105,2.21,14.17120075,8.760445595,4.427998543,9.880394936
1106,2.212,14.10456181,8.728674889,4.440461159,9.842969894
1107,2.214,14.02527523,8.689541817,4.431991577,9.794913292
1108,2.216,13.97434902,8.665235519,4.44679451,9.767416
1109,2.218,13.91480255,8.64131546,4.445910454,9.735408783
1110,2.22,13.88062096,8.619253159,4.437010765,9.711440086
1111,2.222,13.83766079,8.592941284,4.417991638,9.681119919
1112,2.224,13.77278042,8.573904991,4.399899483,9.648033142
1113,2.226,13.73793507,8.552065849,4.38158989,9.622653961
1114,2.228,13.7010603,8.536561966,4.353916168,9.599482536
1115,2.23,13.67739582,8.530046463,4.352066994,9.58854866
1116,2.232,13.6491127,8.515252113,4.355763435,9.572015762
1117,2.234,13.61727047,8.498783112,4.354734421,9.552251816
1118,2.236,13.59091282,8.479324341,4.356936455,9.533432007
1119,2.238,13.55433369,8.463982582,4.348093987,9.512589455
1120,2.24,13.53636646,8.451411247,4.353866577,9.500411034
1121,2.242,13.48688316,8.428292274,4.339087486,9.470029831
1122,2.244,13.45678043,8.405539513,4.349892616,9.449162483
1123,2.246,13.43694305,8.387436867,4.355557442,9.433353424
1124,2.248,13.39940071,8.347754478,4.355343819,9.398742676
1125,2.25,13.32084274,8.306014061,4.326770782,9.347492218
1126,2.252,13.26074028,8.271161079,4.310473442,9.307348251
1127,2.254,13.23864746,8.265149117,4.319005013,9.298129082
1128,2.256,13.21692467,8.260408401,4.327868462,9.289816856
1129,2.258,13.17869759,8.253696442,4.352386475,9.277527809
1130,2.26,13.15385342,8.243339539,4.354185104,9.264260292
1131,2.262,13.13441658,8.240864754,4.366857529,9.258274078
1132,2.264,13.1184597,8.243322372,4.381219864,9.256725311
1133,2.266,13.11266518,8.246160507,4.392259598,9.257899284
1134,2.268,13.09697723,8.240156174,4.392735481,9.249911308
1135,2.27,13.07261753,8.228807449,4.376899719,9.233708382
1136,2.272,13.08300686,8.220044136,4.375779152,9.231689453
1137,2.274,13.07978058,8.211479187,4.360717773,9.223967552
1138,2.276,13.06885624,8.210289955,4.353868484,9.219089508
1139,2.278,13.07032394,8.208158493,4.344147682,9.217209816
1140,2.28,13.07617378,8.206295013,4.324068069,9.215411186
1141,2.282,13.07004833,8.210101128,4.322619438,9.215847015
1142,2.284,13.05464363,8.210084915,4.325842857,9.211480141
1143,2.286,13.06057835,8.232816696,4.352581978,9.229819298
1144,2.288,13.0641222,8.24998951,4.376465797,9.243889809
1145,2.29,13.06590652,8.266719818,4.399596214,9.256811142
1146,2.292,13.06014347,8.275561333,4.440079689,9.264793396
1147,2.294,13.0505743,8.283039093,4.454768181,9.267915726
1148,2.296,13.05358696,8.291700363,4.46698761,9.275403023
1149,2.298,13.05894661,8.304371834,4.458681107,9.283091545
1150,2.3,13.06645489,8.330075264,4.475972176,9.30268383
1151,2.302,13.07140255,8.334388733,4.48115921,9.307459831
1152,2.304,13.07859898,8.334155083,4.47299099,9.308459282
1153,2.306,13.07491207,8.330760002,4.478585243,9.306117058
1154,2.308,13.08632755,8.332036972,4.496294022,9.312216759
1155,2.31,13.08767033,8.336380005,4.527130127,9.31845665
1156,2.312,13.07879925,8.330669403,4.527626991,9.312409401
1157,2.314,13.08917427,8.354563713,4.559136391,9.333331108
1158,2.316,13.07872581,8.368878365,4.572477341,9.340246201
1159,2.318,13.10509968,8.389111519,4.565484047,9.35898304
1160,2.32,13.13397312,8.409667015,4.562685013,9.379694939
1161,2.322,13.17188358,8.446476936,4.56751442,9.413166046
1162,2.324,13.21246529,8.469565392,4.579060555,9.440223694
1163,2.326,13.22839451,8.490207672,4.563611031,9.454995155
1164,2.328,13.26150417,8.521108627,4.586835861,9.485928535
1165,2.33,13.28470707,8.531529427,4.597655296,9.500383377
1166,2.332,13.3177824,8.548578262,4.6112957,9.52159977
1167,2.334,13.35438347,8.55507946,4.620501518,9.537443161
1168,2.336,13.386343,8.556692123,4.617916107,9.547744751
1169,2.338,13.42728329,8.562340736,4.618822098,9.56323719
1170,2.34,13.44064903,8.559906006,4.586808205,9.561872482
1171,2.342,13.47485352,8.569975853,4.578840256,9.577340126
1172,2.344,13.50210094,8.568604469,4.571863174,9.583849907
1173,2.346,13.51066971,8.574954033,4.55404377,9.588158607
1174,2.348,13.5388546,8.582748413,4.541194916,9.599531174
1175,2.35,13.58142376,8.613259315,4.537294388,9.629973412
1176,2.352,13.60773373,8.627242088,4.536157608,9.645668983
1177,2.354,13.63544559,8.648130417,4.512387276,9.663365364
1178,2.356,13.66952419,8.683783531,4.515919685,9.695259094
1179,2.358,13.70320606,8.711050034,4.504551888,9.719784737
1180,2.36,13.73162937,8.730601311,4.502793312,9.739679337
1181,2.362,13.78140545,8.744236946,4.508771896,9.763306618
1182,2.364,13.82529545,8.749424934,4.511223793,9.779503822
1183,2.366,13.83980083,8.755475044,4.530580521,9.789657593
1184,2.368,13.85766029,8.760633469,4.525782585,9.79759407
1185,2.37,13.92108345,8.790336609,4.541726112,9.835855484
1186,2.372,13.94744873,8.817095757,4.535908699,9.859006882
1187,2.374,13.97831249,8.847000122,4.526414871,9.884566307
1188,2.376,13.99813557,8.859292984,4.514483452,9.896348953
1189,2.378,14.01086807,8.885569572,4.481929779,9.911886215
1190,2.38,14.04450035,8.908946037,4.457275391,9.933012962
1191,2.382,14.0491209,8.929778099,4.431627274,9.943608284
1192,2.384,14.08488274,8.959218979,4.436247826,9.972182274
1193,2.386,14.12891388,8.983082771,4.437016487,9.999334335
1194,2.388,14.1638813,9.008909225,4.439139366,10.02525139
1195,2.39,14.17557907,9.028094292,4.431183815,10.03914356
1196,2.392,14.19204044,9.056245804,4.428102493,10.06020832
1197,2.394,14.20761395,9.071191788,4.409140587,10.07136726
1198,2.396,14.21823406,9.068703651,4.388030052,10.07025146
1199,2.398,14.24068737,9.085837364,4.401927948,10.08915615
1200,2.4,14.24373627,9.105772018,4.417771339,10.10339737
1201,2.402,14.25387192,9.128486633,4.442418098,10.12282181
1202,2.404,14.26745987,9.150022507,4.470909119,10.14234257
1203,2.406,14.28028297,9.170571327,4.477744102,10.15944099
1204,2.408,14.27438641,9.186178207,4.474514008,10.16628933
1205,2.41,14.24672413,9.202512741,4.467860222,10.16662025
1206,2.412,14.2686491,9.243598938,4.480520248,10.19882011
1207,2.414,14.29544067,9.272335052,4.464384079,10.22212696
1208,2.416,14.31629276,9.304606438,4.46637249,10.2475462
1209,2.418,14.3324213,9.337299347,4.458399773,10.27061653
1210,2.42,14.3349762,9.353430748,4.448735237,10.279809
1211,2.422,14.33534813,9.366698265,4.434163094,10.28570843
1212,2.424,14.32510948,9.380296707,4.395559311,10.28634167
1213,2.426,14.32811642,9.390802383,4.395706177,10.29364967
1214,2.428,14.3376255,9.416556358,4.386447906,10.31014156
1215,2.43,14.35923767,9.439723969,4.378941536,10.32975769
1216,2.432,14.40296841,9.473443985,4.381770134,10.36279106
1217,2.434,14.45960617,9.510902405,4.37411499,10.40098572
1218,2.436,14.51559734,9.542805672,4.366732597,10.43556213
1219,2.438,14.55184078,9.562277794,4.325306892,10.45279026
1220,2.44,14.59664917,9.575806618,4.328980446,10.47482395
1221,2.442,14.62021255,9.58434391,4.322084427,10.48605824
1222,2.444,14.64163017,9.592947006,4.311133385,10.49639034
1223,2.446,14.66646862,9.611879349,4.308566093,10.51457405
1224,2.448,14.690979,9.608163834,4.301914215,10.51884079
1225,2.45,14.70022678,9.607885361,4.274804115,10.5184288
1226,2.452,14.69789314,9.609478951,4.241043091,10.51472759
1227,2.454,14.73407364,9.634343147,4.233926773,10.53940296
1228,2.456,14.78257751,9.658046722,4.211701393,10.56536579
1229,2.458,14.8109293,9.673736572,4.182630539,10.57958794
1230,2.46,14.84827042,9.696368217,4.148638725,10.6002636
1231,2.462,14.88178825,9.702051163,4.119373322,10.61024666
1232,2.464,14.92746258,9.717175484,4.111691475,10.6319828
1233,2.466,14.92765808,9.696173668,4.068898201,10.61443424
1234,2.468,14.9488802,9.689088821,4.065852165,10.61651134
1235,2.47,14.97415066,9.671303749,4.054243088,10.6126585
1236,2.472,14.99548054,9.648474693,4.048369408,10.60493755
1237,2.474,15.00058079,9.630856514,4.054484367,10.59691334
1238,2.476,15.01529026,9.612884521,4.063426971,10.59160614
1239,2.478,15.02406788,9.592538834,4.069788933,10.58303356
1240,2.48,15.05087471,9.579212189,4.069540024,10.58270264
1241,2.482,15.08701038,9.576020241,4.087783813,10.5941143
1242,2.484,15.12513256,9.558083534,4.092763901,10.59532356
1243,2.486,15.15394974,9.537295341,4.081330299,10.59053993
1244,2.488,15.16367626,9.509097099,4.07113266,10.57561207
1245,2.49,15.17071533,9.47219944,4.058998108,10.55470467
1246,2.492,15.16657829,9.419035912,4.056615829,10.52210522
1247,2.494,15.16363049,9.374263763,4.040556908,10.49275303
1248,2.496,15.12500191,9.325022697,4.053325653,10.45410728
1249,2.498,15.08164024,9.264137268,4.054064751,10.40556622
1250,2.5,15.01421261,9.2010746,4.060462952,10.3489027
1251,2.502,14.95868492,9.142808914,4.069592476,10.29923725
1252,2.504,14.91159153,9.086547852,4.099197388,10.25538731
1253,2.506,14.87561417,9.049812317,4.118596077,10.22523022
1254,2.508,14.84833336,9.004540443,4.113771439,10.18998146
1255,2.51,14.82152748,8.981608391,4.134753227,10.17103291
1256,2.512,14.80390263,8.951124191,4.14180851,10.1483736
1257,2.514,14.77232552,8.929358482,4.138608932,10.12603951
1258,2.516,14.7407732,8.906685829,4.138307571,10.10326767
1259,2.518,14.71282578,8.884274483,4.142086029,10.0820055
1260,2.52,14.67481041,8.87227726,4.15212059,10.06476784
1261,2.522,14.64549732,8.850038528,4.152988434,10.04272842
1262,2.524,14.59609604,8.803813934,4.167610168,10.00266266
1263,2.526,14.53064728,8.757866859,4.171795845,9.95659256
1264,2.528,14.46009827,8.697291374,4.158527374,9.898675919
1265,2.53,14.36877632,8.642528534,4.159690857,9.839472771
1266,2.532,14.28905678,8.580960274,4.148905754,9.778076172
1267,2.534,14.18522167,8.513360977,4.142612457,9.706598282
1268,2.536,14.08777142,8.45007515,4.119689941,9.637469292
1269,2.538,14.02113342,8.417267799,4.132134438,9.599782944
1270,2.54,13.96431541,8.39155674,4.136716843,9.56838131
1271,2.542,13.89536285,8.361953735,4.139041901,9.530618668
1272,2.544,13.81559277,8.335396767,4.139668465,9.491165161
1273,2.546,13.74911785,8.317250252,4.137233734,9.460652351
1274,2.548,13.69048882,8.296684265,4.127491951,9.43017292
1275,2.55,13.65513802,8.290289879,4.110930443,9.413322449
1276,2.552,13.62875652,8.306084633,4.133854866,9.41757679
1277,2.554,13.60555363,8.307412148,4.13966465,9.411915779
1278,2.556,13.57846832,8.297976494,4.147501945,9.399457932
1279,2.558,13.53823853,8.284348488,4.141813278,9.37848568
1280,2.56,13.51134205,8.275832176,4.152500153,9.366849899
1281,2.562,13.48784542,8.265151024,4.167892456,9.355111122
1282,2.564,13.45202541,8.239161491,4.147818565,9.327000618
1283,2.566,13.43101883,8.216233253,4.151756287,9.308130264
1284,2.568,13.42317295,8.216280937,4.161299706,9.306798935
1285,2.57,13.41745853,8.22840786,4.179374695,9.314269066
1286,2.572,13.39959717,8.247315407,4.19930172,9.322114944
1287,2.574,13.40805626,8.270846367,4.231678963,9.34226799
1288,2.576,13.41475487,8.298768997,4.261626244,9.364001274
1289,2.578,13.42795372,8.321474075,4.258489609,9.380809784
1290,2.58,13.44592762,8.338078499,4.290366173,9.399895668
1291,2.582,13.46881294,8.364155769,4.322384834,9.425519943
1292,2.584,13.49934292,8.388483047,4.343317986,9.451356888
1293,2.586,13.51792812,8.412714005,4.356840134,9.4727211
